Id,ActivityHour,TotalIntensity,AverageIntensity
1503960366,27-04-2016 18:00,73,1.216667
1503960366,27-04-2016 19:00,150,2.5
1503960366,27-04-2016 20:00,70,1.166667
1503960366,27-04-2016 21:00,20,0.333333
1503960366,27-04-2016 22:00,0,0
1503960366,27-04-2016 23:00,0,0
1503960366,28-04-2016 00:00,0,0
1503960366,28-04-2016 01:00,10,0.166667
1503960366,28-04-2016 02:00,0,0
1503960366,28-04-2016 03:00,0,0
1503960366,28-04-2016 04:00,0,0
1503960366,28-04-2016 05:00,0,0
1503960366,28-04-2016 06:00,0,0
1503960366,28-04-2016 07:00,1,0.016667
1503960366,28-04-2016 08:00,11,0.183333
1503960366,28-04-2016 09:00,38,0.633333
1503960366,28-04-2016 10:00,19,0.316667
1503960366,28-04-2016 11:00,10,0.166667
1503960366,28-04-2016 12:00,16,0.266667
1503960366,28-04-2016 13:00,33,0.55
1503960366,28-04-2016 14:00,47,0.783333
1503960366,28-04-2016 15:00,5,0.083333
1503960366,28-04-2016 16:00,10,0.166667
1503960366,28-04-2016 17:00,11,0.183333
1503960366,28-04-2016 18:00,56,0.933333
1503960366,28-04-2016 19:00,1,0.016667
1503960366,28-04-2016 20:00,50,0.833333
1503960366,28-04-2016 21:00,21,0.35
1503960366,28-04-2016 22:00,2,0.033333
1503960366,28-04-2016 23:00,48,0.8
1503960366,29-04-2016 00:00,9,0.15
1503960366,29-04-2016 01:00,0,0
1503960366,29-04-2016 02:00,4,0.066667
1503960366,29-04-2016 03:00,0,0
1503960366,29-04-2016 04:00,0,0
1503960366,29-04-2016 05:00,0,0
1503960366,29-04-2016 06:00,0,0
1503960366,29-04-2016 07:00,3,0.05
1503960366,29-04-2016 08:00,13,0.216667
1503960366,29-04-2016 09:00,33,0.55
1503960366,29-04-2016 10:00,4,0.066667
1503960366,29-04-2016 11:00,4,0.066667
1503960366,29-04-2016 12:00,6,0.1
1503960366,29-04-2016 13:00,6,0.1
1503960366,29-04-2016 14:00,56,0.933333
1503960366,29-04-2016 15:00,23,0.383333
1503960366,29-04-2016 16:00,10,0.166667
1503960366,29-04-2016 17:00,9,0.15
1503960366,29-04-2016 18:00,5,0.083333
1503960366,29-04-2016 19:00,11,0.183333
1503960366,29-04-2016 20:00,16,0.266667
1503960366,29-04-2016 21:00,20,0.333333
1503960366,29-04-2016 22:00,27,0.45
1503960366,29-04-2016 23:00,56,0.933333
1503960366,30-04-2016 00:00,1,0.016667
1503960366,30-04-2016 01:00,7,0.116667
1503960366,30-04-2016 02:00,0,0
1503960366,30-04-2016 03:00,1,0.016667
1503960366,30-04-2016 04:00,0,0
1503960366,30-04-2016 05:00,0,0
1503960366,30-04-2016 06:00,0,0
1503960366,30-04-2016 07:00,0,0
1503960366,30-04-2016 08:00,3,0.05
1503960366,30-04-2016 09:00,11,0.183333
1503960366,30-04-2016 10:00,17,0.283333
1503960366,30-04-2016 11:00,7,0.116667
1503960366,30-04-2016 12:00,4,0.066667
1503960366,30-04-2016 13:00,11,0.183333
1503960366,30-04-2016 14:00,22,0.366667
1503960366,30-04-2016 15:00,26,0.433333
1503960366,30-04-2016 16:00,99,1.65
1503960366,30-04-2016 17:00,55,0.916667
1503960366,30-04-2016 18:00,71,1.183333
1503960366,30-04-2016 19:00,4,0.066667
1503960366,30-04-2016 20:00,5,0.083333
1503960366,30-04-2016 21:00,22,0.366667
1503960366,30-04-2016 22:00,47,0.783333
1503960366,30-04-2016 23:00,28,0.466667
1503960366,01-05-2016 00:00,9,0.15
1503960366,01-05-2016 01:00,8,0.133333
1503960366,01-05-2016 02:00,2,0.033333
1503960366,01-05-2016 03:00,1,0.016667
1503960366,01-05-2016 04:00,0,0
1503960366,01-05-2016 05:00,0,0
1503960366,01-05-2016 06:00,0,0
1503960366,01-05-2016 07:00,3,0.05
1503960366,01-05-2016 08:00,6,0.1
1503960366,01-05-2016 09:00,12,0.2
1503960366,01-05-2016 10:00,6,0.1
1503960366,01-05-2016 11:00,10,0.166667
1503960366,01-05-2016 12:00,10,0.166667
1503960366,01-05-2016 13:00,5,0.083333
1503960366,01-05-2016 14:00,25,0.416667
1503960366,01-05-2016 15:00,21,0.35
1503960366,01-05-2016 16:00,23,0.383333
1503960366,01-05-2016 17:00,33,0.55
1503960366,01-05-2016 18:00,70,1.166667
1503960366,01-05-2016 19:00,14,0.233333
1503960366,01-05-2016 20:00,6,0.1
1503960366,01-05-2016 21:00,25,0.416667
1503960366,01-05-2016 22:00,50,0.833333
1503960366,01-05-2016 23:00,76,1.266667
1503960366,02-05-2016 00:00,0,0
1503960366,02-05-2016 01:00,7,0.116667
1503960366,02-05-2016 02:00,0,0
1503960366,02-05-2016 03:00,1,0.016667
1503960366,02-05-2016 04:00,0,0
1503960366,02-05-2016 05:00,0,0
1503960366,02-05-2016 06:00,0,0
1503960366,02-05-2016 07:00,3,0.05
1503960366,02-05-2016 08:00,12,0.2
1503960366,02-05-2016 09:00,30,0.5
1503960366,02-05-2016 10:00,19,0.316667
1503960366,02-05-2016 11:00,16,0.266667
1503960366,02-05-2016 12:00,64,1.066667
1503960366,02-05-2016 13:00,21,0.35
1503960366,02-05-2016 14:00,13,0.216667
1503960366,02-05-2016 15:00,11,0.183333
1503960366,02-05-2016 16:00,24,0.4
1503960366,02-05-2016 17:00,12,0.2
1503960366,02-05-2016 18:00,9,0.15
1503960366,02-05-2016 19:00,13,0.216667
1503960366,02-05-2016 20:00,105,1.75
1503960366,02-05-2016 21:00,25,0.416667
1503960366,02-05-2016 22:00,28,0.466667
1503960366,02-05-2016 23:00,17,0.283333
1503960366,03-05-2016 00:00,3,0.05
1503960366,03-05-2016 01:00,6,0.1
1503960366,03-05-2016 02:00,1,0.016667
1503960366,03-05-2016 03:00,5,0.083333
1503960366,03-05-2016 04:00,0,0
1503960366,03-05-2016 05:00,0,0
1503960366,03-05-2016 06:00,2,0.033333
1503960366,03-05-2016 07:00,3,0.05
1503960366,03-05-2016 08:00,11,0.183333
1503960366,03-05-2016 09:00,24,0.4
1503960366,03-05-2016 10:00,25,0.416667
1503960366,03-05-2016 11:00,12,0.2
1503960366,03-05-2016 12:00,17,0.283333
1503960366,03-05-2016 13:00,23,0.383333
1503960366,03-05-2016 14:00,26,0.433333
1503960366,03-05-2016 15:00,46,0.766667
1503960366,03-05-2016 16:00,33,0.55
1503960366,03-05-2016 17:00,18,0.3
1503960366,03-05-2016 18:00,86,1.433333
1503960366,03-05-2016 19:00,5,0.083333
1503960366,03-05-2016 20:00,1,0.016667
1503960366,03-05-2016 21:00,37,0.616667
1503960366,03-05-2016 22:00,58,0.966667
1503960366,03-05-2016 23:00,10,0.166667
1503960366,04-05-2016 00:00,17,0.283333
1503960366,04-05-2016 01:00,2,0.033333
1503960366,04-05-2016 02:00,0,0
1503960366,04-05-2016 03:00,0,0
1503960366,04-05-2016 04:00,0,0
1503960366,04-05-2016 05:00,0,0
1503960366,04-05-2016 06:00,0,0
1503960366,04-05-2016 07:00,0,0
1503960366,04-05-2016 08:00,4,0.066667
1503960366,04-05-2016 09:00,22,0.366667
1503960366,04-05-2016 10:00,26,0.433333
1503960366,04-05-2016 11:00,7,0.116667
1503960366,04-05-2016 12:00,12,0.2
1503960366,04-05-2016 13:00,16,0.266667
1503960366,04-05-2016 14:00,67,1.116667
1503960366,04-05-2016 15:00,7,0.116667
1503960366,04-05-2016 16:00,6,0.1
1503960366,04-05-2016 17:00,11,0.183333
1503960366,04-05-2016 18:00,62,1.033333
1503960366,04-05-2016 19:00,19,0.316667
1503960366,04-05-2016 20:00,30,0.5
1503960366,04-05-2016 21:00,39,0.65
1503960366,04-05-2016 22:00,8,0.133333
1503960366,04-05-2016 23:00,0,0
1503960366,05-05-2016 00:00,6,0.1
1503960366,05-05-2016 01:00,6,0.1
1503960366,05-05-2016 02:00,2,0.033333
1503960366,05-05-2016 03:00,0,0
1503960366,05-05-2016 04:00,4,0.066667
1503960366,05-05-2016 05:00,0,0
1503960366,05-05-2016 06:00,1,0.016667
1503960366,05-05-2016 07:00,3,0.05
1503960366,05-05-2016 08:00,10,0.166667
1503960366,05-05-2016 09:00,26,0.433333
1503960366,05-05-2016 10:00,15,0.25
1503960366,05-05-2016 11:00,4,0.066667
1503960366,05-05-2016 12:00,13,0.216667
1503960366,05-05-2016 13:00,21,0.35
1503960366,05-05-2016 14:00,12,0.2
1503960366,05-05-2016 15:00,14,0.233333
1503960366,05-05-2016 16:00,21,0.35
1503960366,05-05-2016 17:00,70,1.166667
1503960366,05-05-2016 18:00,30,0.5
1503960366,05-05-2016 19:00,20,0.333333
1503960366,05-05-2016 20:00,19,0.316667
1503960366,05-05-2016 21:00,113,1.883333
1503960366,05-05-2016 22:00,17,0.283333
1503960366,05-05-2016 23:00,6,0.1
1503960366,06-05-2016 00:00,12,0.2
1503960366,06-05-2016 01:00,1,0.016667
1503960366,06-05-2016 02:00,7,0.116667
1503960366,06-05-2016 03:00,0,0
1503960366,06-05-2016 04:00,1,0.016667
1503960366,06-05-2016 05:00,0,0
1503960366,06-05-2016 06:00,0,0
1503960366,06-05-2016 07:00,3,0.05
1503960366,06-05-2016 08:00,9,0.15
1503960366,06-05-2016 09:00,29,0.483333
1503960366,06-05-2016 10:00,20,0.333333
1503960366,06-05-2016 11:00,6,0.1
1503960366,06-05-2016 12:00,13,0.216667
1503960366,06-05-2016 13:00,10,0.166667
1503960366,06-05-2016 14:00,15,0.25
1503960366,06-05-2016 15:00,27,0.45
1503960366,06-05-2016 16:00,17,0.283333
1503960366,06-05-2016 17:00,13,0.216667
1503960366,06-05-2016 18:00,28,0.466667
1503960366,06-05-2016 19:00,55,0.916667
1503960366,06-05-2016 20:00,16,0.266667
1503960366,06-05-2016 21:00,20,0.333333
1503960366,06-05-2016 22:00,19,0.316667
1503960366,06-05-2016 23:00,52,0.866667
1503960366,07-05-2016 00:00,9,0.15
1503960366,07-05-2016 01:00,0,0
1503960366,07-05-2016 02:00,2,0.033333
1503960366,07-05-2016 03:00,0,0
1503960366,07-05-2016 04:00,0,0
1503960366,07-05-2016 05:00,0,0
1503960366,07-05-2016 06:00,0,0
1503960366,07-05-2016 07:00,0,0
1503960366,07-05-2016 08:00,9,0.15
1503960366,07-05-2016 09:00,7,0.116667
1503960366,07-05-2016 10:00,46,0.766667
1503960366,07-05-2016 11:00,59,0.983333
1503960366,07-05-2016 12:00,6,0.1
1503960366,07-05-2016 13:00,2,0.033333
1503960366,07-05-2016 14:00,9,0.15
1503960366,07-05-2016 15:00,4,0.066667
1503960366,07-05-2016 16:00,10,0.166667
1503960366,07-05-2016 17:00,6,0.1
1503960366,07-05-2016 18:00,13,0.216667
1503960366,07-05-2016 19:00,21,0.35
1503960366,07-05-2016 20:00,3,0.05
1503960366,07-05-2016 21:00,61,1.016667
1503960366,07-05-2016 22:00,108,1.8
1503960366,07-05-2016 23:00,3,0.05
1503960366,08-05-2016 00:00,8,0.133333
1503960366,08-05-2016 01:00,0,0
1503960366,08-05-2016 02:00,0,0
1503960366,08-05-2016 03:00,0,0
1503960366,08-05-2016 04:00,1,0.016667
1503960366,08-05-2016 05:00,0,0
1503960366,08-05-2016 06:00,1,0.016667
1503960366,08-05-2016 07:00,0,0
